txhash,blockNumber,timeStamp,from,to,gas_value,gas_used,contract_add,token_id,token_name,token_symbol,token_decimal,origin_acc
0xbce9348d15468cf58c4311407f36ce730a0cd8f2f01a5f9486b90351c99e580e,26309549,1648133103,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,1e-07,154882,0xa9eddd3d725d03bd4c80186ef313e467678b7e96,7616,Samsung 837X You Make It Collection,837xYMIC,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0xe5dab334a8ef734167b3c8ff79f2f9178d4acead14b5910faf65cb55f48651e3,29590798,1655281422,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,3.786380186875e-06,6892431,0x03388973f1b6b34067ea955d72ca22b9d606252e,1785,Angel's Envy,DCL-ANGL'SENVY,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0xf73e46fa34b562ff5466a15745f06475e925a81847e35510313113d36920ba9e,29590844,1655281514,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,2.000066632341e-06,6686631,0x03388973f1b6b34067ea955d72ca22b9d606252e,1831,Angel's Envy,DCL-ANGL'SENVY,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0x48c97963872927d7f8d13b4b81aadf517abe0a255320e97479fc444a82fbe11b,29590911,1655281652,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,8.75627840382e-07,6530043,0x03388973f1b6b34067ea955d72ca22b9d606252e,1890,Angel's Envy,DCL-ANGL'SENVY,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0xe5dee0d039cc1838f272f8a265329596ae046c548ba74a91a36e1a13d67e5e6b,32459219,1661804545,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,4.2426046867e-08,6699881,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,210624583337114373395836055367340864637790190801098222508621957744,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0x1e18226f2bdfb579348cd499ffa44c0e749ab7b9f6c424590381ee9cf501b819,32467536,1661829657,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,3.5475121364e-08,2575925,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,777,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0x6f4896b6cf775e5a5296d15ada3610a8aadfdcfbc102553c0c24db8dc13d0360,32607720,1662144360,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,3.8101303143e-08,3169786,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,105312291668557186697918027683670432318895095400549111254310981274,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0x1662cde7ab7a4f94cac2ae340c516687c64f65b83953e6670e838cb1c5385004,32706642,1662349857,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,3.4650000011e-08,2340490,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,5200,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0xe811309319f66e2184a3d422e8c832e1c6832c23d9291c94a0ded30d4e83acc0,32769323,1662480484,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,4.1803464367e-08,6435295,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,947810625017014680281262249153033890870055858604942001288798799416,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0xf7c76b6bd21c02143ca7a0539a0f667856a289cb6c1cfe65c9cc24d94cc19eae,34872630,1666894397,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,8.47e-08,7066806,0x9bd2a378c75c0a323d95335e1a250c00fa9ec1aa,3881,Finnish Metagallery,DCL-FNNSHMTGLLRY,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0xf7c76b6bd21c02143ca7a0539a0f667856a289cb6c1cfe65c9cc24d94cc19eae,34872630,1666894397,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,8.47e-08,7066806,0x9bd2a378c75c0a323d95335e1a250c00fa9ec1aa,3882,Finnish Metagallery,DCL-FNNSHMTGLLRY,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0x1bd34927d370de33207113140d0dfca8cbb6dc59cfb76b6d0669afe9cd00171f,35485253,1668187355,0x0000000000000000000000000000000000000000,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb,1.1994818623e-07,7296603,0x9e1dd1e4e765b61a8d87e29aa4bdb84ef72b5869,847,OG Stage - Festival 2022,DCL-OGSTG-FSTVL2022,0,0xf3ca487dc6beb88bad29ae80041d2f079e6d99fb
0xa3d042862f5f752bb7b1509e7899ac49502629d61500649f81c67a2563057f17,24959221,1644904268,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,3e-08,14160560,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,8661,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0xa220f1aaf95d46fd2aeb451c4f3558a1685c35d6e71422082850d38014a39cee,24961725,1644909695,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,3.3e-08,6248798,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,105312291668557186697918027683670432318895095400549111254310986122,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0x32f0c7783fbb3ddc114c4b965ea9aae76164af68e92db41bccca5703d10960c1,24963914,1644914400,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,3.9e-08,6248786,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,210624583337114373395836055367340864637790190801098222508621963738,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0x1ac0228531d8b0c510439be27b4b9391314c598f1005d17fc371750964ef0b83,26339673,1648199331,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,3.3e-08,7288623,0x875146d1d26e91c80f25f5966a84b098d3db1fc8,105312291668557186697918027683670432318895095400549111254310982267,Fashionista - MVFW 2022,DCL-FSHNST-MVFW2022,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0x1d752b726eae421a514c8269dacecd64031ba32be3e57cdc5ebea57c8044e67d,26829182,1649283220,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,4.05e-08,7110610,0x0675c621fedb3104d80df43bd3e5a137c2dda46a,315936875005671560093754083051011296956685286201647333762932933941,The Next-Gen Integra Wearables,DCL-THNXT-GNINTGRWRBLS,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0x60f5ae8e184365f27fafa83b763a2eedfcc03cc89762b5a94ce545db5010e227,29586354,1655272243,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,3.5788344996e-08,1175288,0x03388973f1b6b34067ea955d72ca22b9d606252e,1326,Angel's Envy,DCL-ANGL'SENVY,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0x676f0da8c5f2d9c3c64491590e22528b43e33a2e5442bc557ffbc8276ef8edab,30185974,1656615880,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,7e-07,176933,0xd22a104efd90b423d7753bb95eb11e0bead36003,13962,Samsung 837X Nouns,837XNOUN,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0xe5dee0d039cc1838f272f8a265329596ae046c548ba74a91a36e1a13d67e5e6b,32459219,1661804545,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,4.2426046867e-08,6699881,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,210624583337114373395836055367340864637790190801098222508621957746,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0x7938599139f1e9f41384eaae093c9392b0c50e1f18b83a4ab8de0b93f2b483c8,32611858,1662152911,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,4.3711110822e-08,3145955,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,3424,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0x185cb1a86a7a119fd884d97518bf8523bb83c810e158438fecb1958162b3e0ac,34872498,1666894125,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,9.55e-08,6979254,0x9bd2a378c75c0a323d95335e1a250c00fa9ec1aa,3224,Finnish Metagallery,DCL-FNNSHMTGLLRY,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0xfe55482b9dc47548e6a267536baa9a853489390ad4b13ccb8bd2be47a9d474d4,35466660,1668145094,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,5.7292014385e-08,1929973,0x956b8d57066fc3d2562de22efd63624a1ba56e35,105312291668557186697918027683670432318895095400549111254310979487,Metaverse Music Festival 2022,DCL-MTVRSMSCFSTVL2022,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0xfe55482b9dc47548e6a267536baa9a853489390ad4b13ccb8bd2be47a9d474d4,35466660,1668145094,0x0000000000000000000000000000000000000000,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2,5.7292014385e-08,1929973,0x956b8d57066fc3d2562de22efd63624a1ba56e35,421249166674228746791672110734681729275580381602196445017243910796,Metaverse Music Festival 2022,DCL-MTVRSMSCFSTVL2022,0,0xc8733c2bf5e9ff56d940e41e8d8c79c79b0336a2
0x09f1c4b7fdf8e5ea1f832d9169c8a080ce598670af971c4cfc9e4763b6361707,25218395,1645505955,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,4.06e-08,1659937,0x50f4d59172ec5edc54b7fd05350372d00b154ccf,737186041679900306885426193785693026232265667803843778780176843135,Decentraland OG Avatars,DCL-DCNTRLNDOGAVTRS,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0xfac5a7d06270d6d8752584c8c1339051d124b3a730b2d7d06a754e4803764616,26309551,1648133111,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,1e-07,154882,0xa9eddd3d725d03bd4c80186ef313e467678b7e96,7617,Samsung 837X You Make It Collection,837xYMIC,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0x59f3ceb9b05df86e78c19bf3acd15fef672506410612d8748eafa8f12f7af01f,26332973,1648184693,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,3.505e-08,7295399,0x875146d1d26e91c80f25f5966a84b098d3db1fc8,105312291668557186697918027683670432318895095400549111254310980658,Fashionista - MVFW 2022,DCL-FSHNST-MVFW2022,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0x58b09ac1e26660db328286dc32113301337faa3d826b1cac68bbc4117aea68ab,26676140,1648947346,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,1e-07,157682,0xa9eddd3d725d03bd4c80186ef313e467678b7e96,11327,Samsung 837X You Make It Collection,837xYMIC,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0x6b765b82f18453aae0fe54ced82a33384b75de84a1b2bc1bc4570fe84a4da0ee,29590362,1655280522,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,7.012134464656e-06,1620525,0x03388973f1b6b34067ea955d72ca22b9d606252e,105312291668557186697918027683670432318895095400549111254310979251,Angel's Envy,DCL-ANGL'SENVY,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0xe5dee0d039cc1838f272f8a265329596ae046c548ba74a91a36e1a13d67e5e6b,32459219,1661804545,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,4.2426046867e-08,6699881,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,210624583337114373395836055367340864637790190801098222508621957747,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0x1e18226f2bdfb579348cd499ffa44c0e749ab7b9f6c424590381ee9cf501b819,32467536,1661829657,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,3.5475121364e-08,2575925,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,791,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0x6f4896b6cf775e5a5296d15ada3610a8aadfdcfbc102553c0c24db8dc13d0360,32607720,1662144360,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,3.8101303143e-08,3169786,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,105312291668557186697918027683670432318895095400549111254310981275,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0x1662cde7ab7a4f94cac2ae340c516687c64f65b83953e6670e838cb1c5385004,32706642,1662349857,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,3.4650000011e-08,2340490,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,5204,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0xe811309319f66e2184a3d422e8c832e1c6832c23d9291c94a0ded30d4e83acc0,32769323,1662480484,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,4.1803464367e-08,6435295,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,947810625017014680281262249153033890870055858604942001288798799417,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0x34e90d8bf6625c11bcc560acaa064f0b4a592dc5474a9380faa4684ef2ae6064,34872009,1666893119,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,9.23e-08,7023042,0x9bd2a378c75c0a323d95335e1a250c00fa9ec1aa,857,Finnish Metagallery,DCL-FNNSHMTGLLRY,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0x1bd34927d370de33207113140d0dfca8cbb6dc59cfb76b6d0669afe9cd00171f,35485253,1668187355,0x0000000000000000000000000000000000000000,0x2502cd371333f14f8c83d5e704dac5e718c1d846,1.1994818623e-07,7296603,0x9e1dd1e4e765b61a8d87e29aa4bdb84ef72b5869,848,OG Stage - Festival 2022,DCL-OGSTG-FSTVL2022,0,0x2502cd371333f14f8c83d5e704dac5e718c1d846
0xea9fcd86f40f5f7dde34e89a96cc24fcda40f25fd01231ab7e72096beefe7e22,24962135,1644910546,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,2.7e-08,7103798,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,105312291668557186697918027683670432318895095400549111254310986364,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0xb624cd08f519411a11f5821b67da6cd1eee2b156921a3aa113ec516be6245465,24962650,1644911610,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,3.7e-08,6248186,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,9003,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0xf84043c513d4c80bfab41ac504e3b08ab376c6c5e006ed16735f018615c539ac,24963970,1644914553,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,3.6e-08,6248786,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,210624583337114373395836055367340864637790190801098222508621963980,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0xd19243ab711c0918af4f23d7a843ebd531eed8379614391ece78b92bce459522,26275616,1648057690,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,1e-07,154882,0xa9eddd3d725d03bd4c80186ef313e467678b7e96,5522,Samsung 837X You Make It Collection,837xYMIC,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0x1ac0228531d8b0c510439be27b4b9391314c598f1005d17fc371750964ef0b83,26339673,1648199331,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,3.3e-08,7288623,0x875146d1d26e91c80f25f5966a84b098d3db1fc8,946,Fashionista - MVFW 2022,DCL-FSHNST-MVFW2022,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0x1d752b726eae421a514c8269dacecd64031ba32be3e57cdc5ebea57c8044e67d,26829182,1649283220,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,4.05e-08,7110610,0x0675c621fedb3104d80df43bd3e5a137c2dda46a,421249166674228746791672110734681729275580381602196445017243911507,The Next-Gen Integra Wearables,DCL-THNXT-GNINTGRWRBLS,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0x105bcfb6128d3043adc0a05338a031d1eee735dd48cb4f27ad16ae68d6f56cba,29586396,1655272331,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,4.2325376911e-08,1044963,0x03388973f1b6b34067ea955d72ca22b9d606252e,105312291668557186697918027683670432318895095400549111254310978816,Angel's Envy,DCL-ANGL'SENVY,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0xfa4fa35358ad20b4fc915802585a33c1a0f4a1dcdac305b3ea39c2b602138894,30189935,1656624308,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,7e-07,176933,0xd22a104efd90b423d7753bb95eb11e0bead36003,15765,Samsung 837X Nouns,837XNOUN,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0xe5dee0d039cc1838f272f8a265329596ae046c548ba74a91a36e1a13d67e5e6b,32459219,1661804545,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,4.2426046867e-08,6699881,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,210624583337114373395836055367340864637790190801098222508621957706,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0x7938599139f1e9f41384eaae093c9392b0c50e1f18b83a4ab8de0b93f2b483c8,32611858,1662152911,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,4.3711110822e-08,3145955,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,421249166674228746791672110734681729275580381602196445017243913560,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0x3ece47b5e5f49456bc8cdfac3560b06d750d278da0a7f633f53aa5accccaae25,34872608,1666894353,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,9.53e-08,7110630,0x9bd2a378c75c0a323d95335e1a250c00fa9ec1aa,3790,Finnish Metagallery,DCL-FNNSHMTGLLRY,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0xfe55482b9dc47548e6a267536baa9a853489390ad4b13ccb8bd2be47a9d474d4,35466660,1668145094,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,5.7292014385e-08,1929973,0x956b8d57066fc3d2562de22efd63624a1ba56e35,105312291668557186697918027683670432318895095400549111254310979488,Metaverse Music Festival 2022,DCL-MTVRSMSCFSTVL2022,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0xfe55482b9dc47548e6a267536baa9a853489390ad4b13ccb8bd2be47a9d474d4,35466660,1668145094,0x0000000000000000000000000000000000000000,0xed56548a21a1cd5e9651c3b254ff06f09b420c41,5.7292014385e-08,1929973,0x956b8d57066fc3d2562de22efd63624a1ba56e35,421249166674228746791672110734681729275580381602196445017243910797,Metaverse Music Festival 2022,DCL-MTVRSMSCFSTVL2022,0,0xed56548a21a1cd5e9651c3b254ff06f09b420c41
0xbbbe34f37f0e5b292c9e69e23cdd15579a6ea6aba2b1b8d31baea796e9b47f97,24958687,1644903080,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,3.9e-08,14160488,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,7249,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0x95392f6190237fcf753814237c604e03039f0798164503f52c13a3d8201ac147,24959756,1644905507,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,3.9e-08,12451688,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,105312291668557186697918027683670432318895095400549111254310984785,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0x68f62840509e5411d57dfd28308ff22c1ca26cff93692583ca4d134479738deb,24962774,1644911866,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,3.5e-08,6248798,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,210624583337114373395836055367340864637790190801098222508621962324,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0xffe805c10a4d9402b491a33db34a53e1f58e8bf3bec8f893d9336e959ae733a5,26275704,1648057870,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,1e-07,154882,0xa9eddd3d725d03bd4c80186ef313e467678b7e96,5526,Samsung 837X You Make It Collection,837xYMIC,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0x1ac0228531d8b0c510439be27b4b9391314c598f1005d17fc371750964ef0b83,26339673,1648199331,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,3.3e-08,7288623,0x875146d1d26e91c80f25f5966a84b098d3db1fc8,105312291668557186697918027683670432318895095400549111254310982263,Fashionista - MVFW 2022,DCL-FSHNST-MVFW2022,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0x1d752b726eae421a514c8269dacecd64031ba32be3e57cdc5ebea57c8044e67d,26829182,1649283220,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,4.05e-08,7110610,0x0675c621fedb3104d80df43bd3e5a137c2dda46a,421249166674228746791672110734681729275580381602196445017243911508,The Next-Gen Integra Wearables,DCL-THNXT-GNINTGRWRBLS,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0xd2cd38fd5d130320ec6ae75fab820bb47aac08de26bab3e72ab8e64ae0f1173c,29586310,1655272155,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,3.4162319802e-08,2048989,0x03388973f1b6b34067ea955d72ca22b9d606252e,1322,Angel's Envy,DCL-ANGL'SENVY,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0x934d571b9cccc028835d2a6aae526b756728d2afc031dc676326f62d0b659b0d,30145698,1656526632,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,7e-07,176933,0xd22a104efd90b423d7753bb95eb11e0bead36003,4754,Samsung 837X Nouns,837XNOUN,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0x99f8cf77f29c7aa7a669aa485cf10411375905c7781c0cdfbaa7dc2d6d6c4f7f,30183937,1656611296,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,5e-08,14168028,0xcbe1c3b86c0fcbc3ad2e8380a210bec89ad54144,4819,Samsung 837X NFT.NYC Collection,DCL-SMSNG837XNFT.NYCCLLCTN,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0xe5dee0d039cc1838f272f8a265329596ae046c548ba74a91a36e1a13d67e5e6b,32459219,1661804545,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,4.2426046867e-08,6699881,0x3fb215f9fedc8cb4baeb89f54273fb54716b073a,210624583337114373395836055367340864637790190801098222508621957718,Grey Goose® US Open Wearables,DCL-GRYGS®USOPNWRBLS,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0xd73a737d58777bceefd0c1c8f58d6b1db22af2cc240c98bd57509e1022305d08,34871919,1666892931,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,6.22e-08,6935466,0x9bd2a378c75c0a323d95335e1a250c00fa9ec1aa,500,Finnish Metagallery,DCL-FNNSHMTGLLRY,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0xfe55482b9dc47548e6a267536baa9a853489390ad4b13ccb8bd2be47a9d474d4,35466660,1668145094,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,5.7292014385e-08,1929973,0x956b8d57066fc3d2562de22efd63624a1ba56e35,105312291668557186697918027683670432318895095400549111254310979490,Metaverse Music Festival 2022,DCL-MTVRSMSCFSTVL2022,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0xfe55482b9dc47548e6a267536baa9a853489390ad4b13ccb8bd2be47a9d474d4,35466660,1668145094,0x0000000000000000000000000000000000000000,0x08e56de5c007e871bfcfb85b06f11da7a328118a,5.7292014385e-08,1929973,0x956b8d57066fc3d2562de22efd63624a1ba56e35,421249166674228746791672110734681729275580381602196445017243910799,Metaverse Music Festival 2022,DCL-MTVRSMSCFSTVL2022,0,0x08e56de5c007e871bfcfb85b06f11da7a328118a
0xc23bea34ed3d2bde645406605cc34d777d3f9ac447b3db660e4c6653a268816d,24959200,1644904226,0x0000000000000000000000000000000000000000,0xa19d148ac65c94e7f99012c9de599325f65fd4c4,3.2e-08,14160572,0xd3ed75b60b5edbf4110e778d3053fedb3e2f2a30,8395,Samsung Turning Red Hearts Green,DCL-SMSNGTRNNGRDHRTSGRN,0,0xa19d148ac65c94e7f99012c9de599325f65fd4c4
