island_id,island_center,island_rad,peer_id,peer_address,parcel_x,parcel_y,position_x,position_y,position_z,timestamp_crawl
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,{+9,0x2105df798ebba669146cc485e448fcc34253340d,-101,129,-1610.7991943359375,0.07999992370605469,2064.284912109375,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}Ep,0xa4c444eb30307d0ce59c52e2f49131f6db6582f9,-101,128,-1601.1029052734375,0.07999992370605469,2057.63330078125,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}Mm,0x29740d738b287a9e28f0bae08748b573ce327166,-101,128,-1603.8306884765625,0.07999992370605469,2056.388671875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}Nn,0x041b26f3bd30bb11a7be1525f4585d03816d6a68,-101,129,-1608.1220703125,0.07999992370605469,2065.712890625,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}nI,0x1676f6b5378159d45d5cfaafb2506e51a428e22f,-101,129,-1608.470703125,0.07999992370605469,2067.11181640625,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}ra,0x034339bbe9ef4fd47ada9f8a41de2a82ef171d52,-101,129,-1609.191650390625,0.07999992370605469,2064.269287109375,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}zJ,0xd2025d0f8dc5f60da3f19c58ca557673f9c58eca,-101,128,-1602.8114013671875,0.07999992370605469,2057.7080078125,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}_],0x5411444d76fb2c20061d6b3c789f1a82893c3bc3,-101,127,-1602.0130615234375,0.07999992370605469,2045.336181640625,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}$n,0x884eb343b9ab5787b43bc8660e64661c7f5745e2,-101,128,-1600.15966796875,0.07999992370605469,2056.39697265625,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}$!,0x17114bc0c3434aae2828615ac0c8a53cfe6cdafb,-100,127,-1598.5301513671875,0.07999992370605469,2047.1558837890625,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}>|,0x1d4b9b9e02b0c32b10c27cd4baa33498d5c93723,-100,127,-1599.0421142578125,0.07999992370605469,2044.3831787109375,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}}f,0xe2b2ce4a059823d0243edeac6a52fe390dc1945e,-101,129,-1609.86962890625,0.07999992370605469,2067.8876953125,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}[7,0x8881af2cc6d2f6e7642c0c86d3b88d07cb4349e8,-100,127,-1598.1805419921875,0.07999992370605469,2045.478759765625,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}+/,0xe3d962583f33c1d1a6ac63869956dc064aa55df1,-101,127,-1601.472900390625,0.07999992370605469,2047.1612548828125,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}*u,0xee10a37c4f2126d5222239a076e6802e9fa6f447,-101,128,-1603.55615234375,0.07999992370605469,2054.92529296875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}=U,0x0a73d45954838d532ca95e562963b2a0f0d35914,-101,127,-1600.8331298828125,0.07999992370605469,2044.30419921875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,"},&",0xd106c9f1a042e4dde43887560c2a42a1ef83aafe,-100,128,-1593.8184814453125,0.07999992370605469,2058.5126953125,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}.H,0xe94bb77fad27bf789b89fb9a3914ec117db0a7bd,-101,127,-1601.185302734375,0.07999992370605469,2033.6844482421875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}..,0xfc6dfdec988ec88c25017e693e23d8de0e639e63,-100,128,-1591.2109375,0.07999992370605469,2059.69873046875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,};$,0xa2edd7a674239c03cf5a111cf4539fcb682e399a,-100,128,-1592.839599609375,0.07999992370605469,2059.688232421875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}~/,0x63aa4560159a3409400b8eb5d16f396eba179548,-100,127,-1587.349853515625,0.07999992370605469,2045.908447265625,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,}~3,0x418927f9ff53cb67149b58f16853652d69805ab1,-100,128,-1593.2935791015625,0.07999992370605469,2056.590576171875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[0v,0xd07b40ad3534d8a30248b3b49f6555393ba26790,-100,128,-1590.1453857421875,0.07999992370605469,2058.344970703125,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[3c,0xc3af599e41a9e14cb9f85c893dd1873148786198,-100,127,-1588.6044921875,0.07999992370605469,2046.8447265625,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[4i,0x8d31aa7540767991f3fc4be5617e7d9399e3834b,-101,126,-1600.5601806640625,0.07999992370605469,2030.8912353515625,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[5:,0xe8708da2f7e3944064e1ade747331a5272888858,-100,127,-1590.176513671875,0.07999992370605469,2043.5537109375,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[7>,0x04a0dffb4dc8a698d8feb614ebfbfb24e649b254,-101,126,-1603.5078125,0.07999992370605469,2030.87939453125,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[7=,0xe8181c8810d85118d3a59a75edef25721f3baf9e,-101,128,-1600.47119140625,0.07999992370605469,2054.8857421875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[8P,0xa0bfa6e527572e36dbb68eb0e8265474b56335f8,-100,127,-1588.5648193359375,0.07999992370605469,2043.172607421875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[8b,0x02d9490673711fe00f1254fe0dcdf0e33a06b8e2,-100,127,-1590.21923828125,0.07999992370605469,2046.4461669921875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[9E,0x3ed7abbc2c6a161bd6930736886017dde6e612eb,-100,127,-1588.0,0.07999992370605469,2040.0,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[9h,0x3b1a2d0618d53a470f0f1e5a8849cc732e981e60,-101,129,-1611.89501953125,0.07999992370605469,2065.8984375,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[A&,0x90225bd7b74355e64e90c212462d771ba8776eed,-100,127,-1588.0,0.07999992370605469,2040.0,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[B4,0x64bf8fb9cd150e2aff749d734ef1b6b26d5b830a,-100,127,-1587.396240234375,0.07999992370605469,2044.031982421875,1647426392.0
I5np8,"[-1598.4928826226128, 0, 2050.5705057779946]",20.719927832312422,[B/,0x7359e29ebf7ce5835a2939191bfa2db0e0c70da1,-101,127,-1600.150634765625,0.07999992370605469,2032.3802490234375,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}AD,0x0a966e424b3de288deb0868e61ab9a239335d635,-109,135,-1730.5697021484375,0.07999992370605469,2169.77001953125,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}AL,0x2d9b33eda4616d1b8a0908366fa06759d3d91258,-109,135,-1731.6710205078125,0.07999992370605469,2167.112060546875,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}AP,0xd235266f8093e85428ac4e8d100d05f7a8639a1d,-108,135,-1727.8792724609375,0.07999992370605469,2168.36083984375,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}BV,0xe8909499c5a8a06d786e43e008ac9355fc827212,-109,135,-1729.030029296875,0.07999992370605469,2169.61767578125,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}Bw,0x0cf009238050d069adf053f9adcda0a56ef20245,-109,135,-1731.7750244140625,0.07999992370605469,2168.634765625,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}QU,0xed4017ec2f7220346eddd6fdfa5f630fbdcf58c2,-109,135,-1730.282470703125,0.07999992370605469,2166.1298828125,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}lo,0x4ebb910ab83ba5eb91f42a50bd0b5ca8e879dfef,-108,133,-1724.1571044921875,0.07999992370605469,2129.678466796875,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}xl,0xcf0f1b8eadc261d1fb4d94e60cb1256112f4738c,-110,129,-1756.7567138671875,49.18888020515442,2078.44140625,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}wH,0x9c9fa0da3645b61570e4233f99ee7370a530d961,-108,128,-1727.1790771484375,49.18888020515442,2048.91015625,1647426392.0
I5y8y,"[-1734.7754638671875, 0, 2134.3853759765625]",85.81211032532029,}:0,0x3e576ed608d426c8291560e9b2d6619d6fbb3207,-110,129,-1758.4542236328125,49.18888020515442,2077.198486328125,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,)fa,0xc20d7c6540a74b1a2e4dd68bc019a80cc336b489,-76,77,-1211.3299560546875,0.07999992370605469,1247.9027099609375,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}bJ,0x0316fe374c9e027bbd38941531e7d977acb3c107,-76,78,-1211.44775390625,14.315541505813599,1252.31005859375,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}ie,0xd5f7e910f88635958777d40bea3897d1faea0715,-75,78,-1190.0032958984375,0.07999992370605469,1252.810791015625,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}ih,0x927a96ec7757888748cc4eba31d16a5f99272953,-76,77,-1200.6080322265625,0.07999992370605469,1247.6715087890625,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}h],0xeef6a6db7a445ee3f942fbbce3ab7558f2cec368,-75,78,-1199.94140625,0.07999992370605469,1248.2470703125,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}mn,0x2fded3d138cabee30d35b63b21dc8251b94b9943,-76,77,-1204.2113037109375,14.315541505813599,1244.2933349609375,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}o.,0x9c717773188a7ed8683bb467b76c5cd71ed77975,-76,77,-1203.191162109375,14.315541505813599,1245.609619140625,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}>8,0xf788d4f18d14a7b0c32cded37f59007227986d20,-76,77,-1203.6009521484375,14.315541505813599,1247.26318359375,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}:],0x5a736bc4ddda645b95a84a2e9a4985615ebe6821,-75,78,-1191.2734375,0.07999992370605469,1253.8233642578125,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}~5,0x2305ababb0745eeb86bf50eb171984c8df72d9dd,-75,78,-1192.89990234375,0.07999992370605469,1250.54150390625,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,}~S,0xcce7f809baef9e204e2574045283834e095cf6be,-76,77,-1206.8511962890625,14.315541505813599,1245.279296875,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,[0.,0xbd18d39cdfb1766a54d9a823f6d4a4ebaddd14d2,-76,78,-1209.13330078125,14.315541505813599,1255.18115234375,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,[4d,0xcb1d1e7090226a951af8f1e8ac3f787ac873e84d,-76,78,-1212.447509765625,14.315541505813599,1253.711669921875,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,[5j,0xa5ae0cbcc686fab91b2b0fce0708c96c88956792,-76,78,-1209.785400390625,14.315541505813599,1252.30078125,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,[A<,0x3c0dd45ed6087e896fd254b1e3ad65c6899d4438,-75,76,-1194.0,0.07999992370605469,1216.0,1647426392.0
I6env,"[-1199.5847334428267, 0, 1217.063232421875]",69.54477265848658,[9n,0xf030731b761533304e6d77e87c106fb28808c945,-75,71,-1197.099609375,57.101550340652466,1151.2471923828125,1647426392.0
